not_enough_data,2024-07-25,03:00,207.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024_08_05_1130.ecf32,2024-08-05,12:00,218.4999,1,36000,36000,-0.236302E-01,0,-17.5445,0,-2.49627,0,1.13704,0,-0.560794E-01,0,0.607932E-01,0,-0.933617E-01,-0.575354,0.989358E-01,-0.129255E-01,0.646853E-03,-0.421122E-11,-0.123411E-12,-0.252155E-13,17.8477,419.323,424.540,0.500000E-01,0,523.031,12.2883,12.4412,0.500000E-01,0,0.106867,2.50180,2.53293,0.00000,0,286.893,285.778,101523.,1.23193,1012.07,0.234945E-01,-0.363395E-02,0.942501E-02,1243.01,1456.81,0.765063E-02,85.3243,213.797,283.342,-0.920202,-1.73679,0.904262E-01,1.96759,-0.441706E-13,-0.235953E-15,1.96759,3.58524,150.991,242.084,2.63412,-9999,0.138497,0.126070,13.3559,0.233042,7.02828,0.101603,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.233719E-01,1.01105,-17.3014,1.02234,-1.21480,1.08603,1.87774,1.08603,-0.272908E-01,1.08603,0.603721E-01,1.12410,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,22,5,0,11,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,35861,0,0,0,35861,35861,35861,0,63,0.144243,0.792548E-01,0.286413E-01,0.616353E-01,0.230391E-02,7.79739,0.350866E-05,-0.138767E-01,0.187774E-02,-0.272908E-01,0.603721E-04,102163.,56.2500,2.46934,11.8147,44.0503
2024_08_05_1200.ecf32,2024-08-05,12:30,218.5207,1,36000,36000,-0.310197E-01,0,-21.6264,0,-2.42832,0,1.46964,0,-0.545542E-01,0,0.722978E-01,0,0.613048E-01,0.515191,-0.135635,0.115742E-01,-0.341545E-02,0.103776E-10,0.309100E-12,0.612875E-13,17.7728,417.574,422.833,0.500000E-01,0,529.367,12.4376,12.5942,0.00000,0,0.104961,2.45777,2.48872,0.00000,0,286.933,285.805,101534.,1.23188,1012.15,0.234952E-01,-0.353511E-02,0.953919E-02,1258.19,1459.38,0.774361E-02,86.2140,201.191,283.523,-1.34654,-1.95898,0.925196E-01,2.37894,-0.450616E-13,0.583905E-15,2.37894,4.33166,158.145,235.497,2.22886,-9999,0.158684,0.221661,16.2988,0.190965,8.90594,0.109304,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.306982E-01,1.01047,-21.3107,1.02140,-0.886930,1.09166,2.35506,1.09166,-0.199256E-01,1.09166,0.717322E-01,1.12621,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,23,2,0,4,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,35978,35978,35978,0,63,0.251561,0.147169,0.445909E-01,0.531822E-01,0.119758E-02,2.10032,0.119207E-05,-0.170917E-01,0.235506E-02,-0.199256E-01,0.717322E-04,102178.,56.2500,2.42560,11.8247,43.0545
2024_08_05_1230.ecf32,2024-08-05,13:00,218.5415,1,36000,36000,-0.373564E-01,0,-22.0756,0,-2.02649,0,1.03849,0,-0.455235E-01,0,0.738769E-01,0,-0.174710,0.178957,0.381655E-01,0.402013E-02,-0.261703E-02,0.424709E-10,0.126878E-11,0.247108E-12,17.7977,418.066,423.354,0.500000E-01,0,531.691,12.4894,12.6473,0.00000,0,0.103552,2.42404,2.45470,0.00000,0,286.861,285.728,101531.,1.23215,1012.18,0.234900E-01,-0.294992E-02,0.958106E-02,1263.37,1452.03,0.777590E-02,87.0070,188.663,283.585,-1.29138,-2.01876,0.107362,2.39887,0.484764E-13,0.238632E-14,2.39887,4.13282,155.633,237.393,2.56514,-9999,0.174121,0.191152,21.0947,0.147549,10.8935,0.101658,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.370038E-01,1.00953,-21.7718,1.01938,-0.493784,1.08353,1.99350,1.08353,-0.110925E-01,1.08353,0.738722E-01,1.11539,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,18,10,2,8,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35793,35793,35793,0,63,0.230290,0.103528,0.484858E-01,0.409498E-01,0.724273E-03,2.04050,0.917561E-06,-0.174572E-01,0.199350E-02,-0.110925E-01,0.738722E-04,102173.,56.2500,2.39317,11.8410,42.2063
2024_08_05_1300.ecf32,2024-08-05,13:30,218.5624,1,36000,36000,-0.346535E-01,0,-18.7660,0,0.327083,1,0.503820,0,0.734808E-02,1,0.683361E-01,0,0.132448,0.493368,-0.947614E-01,0.110837E-01,-0.140943E-02,-0.732309E-10,-0.221923E-11,-0.424089E-12,17.7406,416.844,422.178,0.500000E-01,0,537.621,12.6323,12.7939,0.500000E-01,0,0.102738,2.40587,2.43665,0.00000,0,286.932,285.786,101527.,1.23179,1012.26,0.234967E-01,0.476156E-03,0.968794E-02,1277.72,1457.59,0.786494E-02,87.6601,179.864,283.754,-1.22327,-2.06566,0.104447,2.40297,0.320811E-13,-0.412787E-14,2.40297,4.11656,153.650,239.366,2.49118,-9999,0.167728,0.160713,22.1809,0.140324,-57.3737,0.897302E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.343324E-01,1.00935,-18.4021,1.01900,1.46327,1.08198,1.32630,1.08198,0.328731E-01,1.08198,0.677043E-01,1.11333,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,6,9,0,4,6,43,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,35904,35904,35904,0,63,0.187568,0.901293E-01,0.437282E-01,0.436449E-01,0.153894E-02,14.5129,0.150172E-05,-0.147585E-01,0.132630E-02,0.328731E-01,0.677043E-04,102166.,56.2500,2.27647,12.2374,40.6804
2024_08_05_1330.ecf32,2024-08-05,14:00,218.5832,1,36000,36000,-0.395530E-01,0,-16.1356,0,-0.104564,2,0.227572E-01,0,-0.234971E-02,2,0.624209E-01,0,0.639151,1.31247,-0.114752,0.294932E-01,-0.246718E-02,0.800706E-10,0.250856E-11,0.459002E-12,17.6577,415.363,420.840,0.500000E-01,0,553.204,13.0130,13.1846,0.500000E-01,0,0.101222,2.37402,2.40532,0.500000E-01,0,287.250,286.068,101526.,1.23038,1012.47,0.235231E-01,-0.152261E-03,0.996873E-02,1316.05,1484.70,0.810216E-02,88.6409,168.648,284.199,-1.27035,-2.10607,0.110711,2.46203,0.426079E-13,0.453460E-14,2.46203,4.22782,154.271,238.902,2.57731,-9999,0.179296,0.207478,31.5126,0.987700E-01,154.314,0.722423E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.392208E-01,1.00847,-15.8734,1.01710,0.941080,1.07479,0.765963,1.07479,0.211475E-01,1.07479,0.620010E-01,1.10335,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,21,6,2,9,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35916,35916,35916,0,63,0.255745,0.109794,0.494176E-01,0.311234E-01,0.417223E-03,19.7337,0.693835E-06,-0.127423E-01,0.765963E-03,0.211475E-01,0.620010E-04,102160.,56.2500,2.34860,12.7268,42.4071
2024_08_05_1400.ecf32,2024-08-05,14:30,218.6040,1,36000,36000,-0.475488E-01,0,-10.3570,0,5.35288,0,-0.993860,0,0.120332,0,0.748165E-01,0,0.885341,1.31754,-0.752773E-01,0.296182E-01,0.189980E-02,0.657134E-10,0.212431E-11,0.381274E-12,17.5907,414.390,420.016,0.100000,0,568.651,13.3959,13.5778,0.500000E-01,0,0.102062,2.39858,2.43115,0.00000,0,287.677,286.458,101528.,1.22856,1012.70,0.235574E-01,0.779754E-02,0.102471E-01,1354.65,1523.04,0.834075E-02,88.9432,168.399,284.635,-1.48439,-2.15680,0.114899,2.62077,-0.304166E-13,0.373570E-14,2.62077,4.43835,157.742,235.463,2.51276,-9999,0.196731,0.241967,64.8603,0.479877E-01,-1.93486,0.423145E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.472007E-01,1.00738,-9.90946,1.01471,5.64199,1.06639,-0.499189,1.06639,0.126832,1.06639,0.717942E-01,1.09108,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,14,3,4,16,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35926,35926,35926,0,63,0.277703,0.145023,0.612087E-01,0.386293E-01,0.108014E-02,24.7899,0.764592E-06,-0.796481E-02,-0.499189E-03,0.126832,0.717942E-04,102161.,56.2500,2.37202,13.0983,43.3642
2024_08_05_1430.ecf32,2024-08-05,15:00,218.6249,1,36000,36000,-0.479759E-01,0,-8.47074,1,5.15103,1,-1.22087,1,0.115881,1,0.875204E-01,0,1.74593,1.78199,-0.210579,0.400888E-01,-0.315275E-02,-0.660833E-10,-0.223387E-11,-0.379043E-12,17.4239,411.660,417.469,0.500000E-01,0,588.996,13.9157,14.1121,0.500000E-01,0,0.999408E-01,2.35771,2.39098,0.00000,0,288.500,287.230,101522.,1.22495,1013.00,0.236261E-01,0.750907E-02,0.106137E-01,1406.89,1601.45,0.866463E-02,87.8510,194.559,285.208,-1.59575,-2.03964,0.969062E-01,2.59151,0.816150E-13,-0.379268E-14,2.59151,5.37342,161.503,231.962,2.14300,-9999,0.197903,0.301692,80.7355,0.385518E-01,-1.64448,0.344939E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.476349E-01,1.00716,-8.06411,1.01417,5.36135,1.06352,-0.803245,1.06352,0.120612,1.06352,0.830023E-01,1.08757,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,12,3,1,26,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35975,35975,35975,0,63,0.372359,0.165003,0.660230E-01,0.736761E-01,0.376840E-02,43.8896,0.128188E-05,-0.649876E-02,-0.803245E-03,0.120612,0.830023E-04,102156.,56.2500,2.33110,13.9151,44.1293
2024_08_05_1500.ecf32,2024-08-05,15:30,218.6457,1,36000,36000,-0.416738E-01,0,3.35789,0,15.0504,0,-2.70040,0,0.338854,0,0.878414E-01,0,1.87749,1.71729,-0.234319,0.386642E-01,-0.274557E-02,-0.174195E-10,-0.614676E-12,-0.990409E-13,17.2411,408.612,414.590,0.500000E-01,0,608.383,14.4186,14.6295,0.00000,0,0.980270E-01,2.32200,2.35597,0.00000,0,289.382,288.063,101516.,1.22110,1013.29,0.236998E-01,0.219577E-01,0.109631E-01,1457.41,1689.96,0.897800E-02,86.2393,232.551,285.744,-1.31657,-1.57138,0.821366E-01,2.05167,0.540847E-13,-0.101034E-14,2.05167,3.97099,163.409,230.042,2.29440,-9999,0.184738,0.217098,-165.674,-0.187869E-01,0.223110,-0.146900E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.413134E-01,1.00872,4.18275,1.01271,13.9738,1.04336,-2.87597,1.04336,0.314616,1.04336,0.805712E-01,1.06218,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,23,5,1,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35726,35726,35726,0,63,0.240565,0.143685,0.499447E-01,0.599903E-01,0.252156E-02,52.0815,0.971733E-06,0.338044E-02,-0.287597E-02,0.314616,0.805712E-04,102156.,56.2500,2.29736,14.9726,45.9075
2024_08_05_1530.ecf32,2024-08-05,16:00,218.6665,1,36000,36000,-0.548089E-01,0,8.83909,0,22.2808,0,-2.95035,0,0.502058,0,0.822867E-01,0,1.92713,1.16010,-0.138706,0.261408E-01,-0.382140E-02,0.224161E-11,0.813301E-13,0.125146E-13,17.1120,406.803,412.897,0.500000E-01,0,620.859,14.7596,14.9807,0.500000E-01,0,0.955340E-01,2.27216,2.30619,0.00000,0,290.274,288.920,101517.,1.21733,1013.50,0.237729E-01,0.325333E-01,0.111879E-01,1491.72,1785.55,0.919054E-02,83.5441,293.827,286.100,-1.46031,-1.93539,0.992010E-01,2.42654,-0.137673E-13,0.130996E-15,2.42654,4.58925,160.408,232.964,2.34301,-9999,0.212188,0.267771,-95.3772,-0.326336E-01,0.396714,-0.337640E-01,0,46.0628,-6.99020,15.8119,39.3738,60.0475,84.2174,126.173,-0.543639E-01,1.00819,10.0098,1.01281,20.2802,1.04882,-3.41146,1.04882,0.456977,1.04882,0.727130E-01,1.06706,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,13,2,0,7,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35664,35664,35664,0,63,0.321443,0.146904,0.671963E-01,0.101388,0.351565E-02,27.1400,0.117431E-05,0.811320E-02,-0.341146E-02,0.456977,0.727130E-04,102155.,56.2500,2.24823,15.8941,46.8326
2024_08_05_1600.ecf32,2024-08-05,16:30,218.6873,1,36000,36000,-0.592161E-01,0,8.72924,0,32.2613,0,-3.20063,0,0.727716,0,0.952551E-01,0,2.44243,-0.459750,-0.149604,-0.103705E-01,-0.452769E-02,-0.612235E-10,-0.221152E-11,-0.334181E-12,16.9652,404.843,410.852,0.500000E-01,0,612.817,14.6238,14.8408,0.500000E-01,0,0.926022E-01,2.21287,2.24571,0.00000,0,291.358,290.011,101510.,1.21273,1013.45,0.238632E-01,0.471560E-01,0.110430E-01,1477.96,1914.06,0.910590E-02,77.2159,436.101,285.958,-1.83418,-1.96097,0.103014,2.68705,-0.614077E-13,-0.360878E-14,2.68705,4.87165,166.536,226.913,2.19709,-9999,0.220973,0.340044,-109.069,-0.285369E-01,0.270579,-0.321421E-01,0,44.3357,-6.72812,15.2190,37.8975,57.7961,81.0598,121.442,-0.587488E-01,1.00795,10.4758,1.01299,29.5681,1.05270,-3.71371,1.05270,0.666965,1.05270,0.839824E-01,1.07058,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,34,2,1,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35848,35848,35848,0,63,0.399408,0.200499,0.801806E-01,0.501895E-01,0.243556E-02,61.4713,0.126981E-05,0.852362E-02,-0.371371E-02,0.666965,0.839824E-04,102143.,56.2500,2.18951,16.9708,48.3634
2024_08_05_1630.ecf32,2024-08-05,17:00,218.7082,1,36000,36000,-0.651839E-01,0,21.9383,0,41.6510,0,-4.03874,0,0.940151,0,0.936673E-01,0,1.56331,0.804544,-0.146293,0.181603E-01,-0.123916E-02,-0.501757E-10,-0.185078E-11,-0.272968E-12,16.8412,402.923,409.001,0.500000E-01,0,621.205,14.8622,15.0865,0.500000E-01,0,0.916201E-01,2.19660,2.22974,0.00000,0,292.083,290.710,101500.,1.20959,1013.59,0.239249E-01,0.609218E-01,0.111941E-01,1501.80,2000.69,0.925449E-02,75.0642,498.887,286.203,-1.72193,-1.97910,0.104017,2.62539,-0.800910E-13,-0.297935E-14,2.62539,5.19817,164.697,228.975,2.27064,-9999,0.232141,0.346491,-50.3167,-0.618582E-01,0.526717,-0.770814E-01,0,45.8039,-6.95092,15.7230,39.1525,59.7100,83.7441,125.464,-0.646666E-01,1.00800,24.0687,1.01294,37.4042,1.05178,-5.18403,1.05178,0.844292,1.05178,0.778482E-01,1.06974,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,36,2,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35886,35886,35886,0,63,0.388897,0.222515,0.815689E-01,0.107785,0.341561E-02,65.6301,0.563480E-06,0.196314E-01,-0.518403E-02,0.844292,0.778482E-04,102133.,56.2500,2.17394,17.7669,48.6623
2024_08_05_1700.ecf32,2024-08-05,17:30,218.7290,1,36000,36000,-0.596616E-01,0,35.8714,0,52.9680,0,-4.46566,0,1.19694,0,0.833111E-01,0,2.58366,0.956207,-0.183086,0.216078E-01,0.920878E-04,-0.186125E-09,-0.703920E-11,-0.101796E-11,16.6716,400.509,406.669,0.500000E-01,0,630.513,15.1471,15.3801,0.500000E-01,0,0.911806E-01,2.19782,2.23162,0.00000,0,293.276,291.872,101496.,1.20460,1013.78,0.240234E-01,0.775616E-01,0.113619E-01,1530.39,2152.03,0.943203E-02,71.1139,621.636,286.492,-1.48189,-2.09664,0.101769,2.56949,0.708670E-13,-0.111642E-13,2.56949,4.79685,158.559,234.748,2.26990,-9999,0.222549,0.260154,-27.1150,-0.114789,0.677228,-0.131988,0,46.0378,-6.98642,15.8033,39.3525,60.0150,84.1719,126.105,-0.591854E-01,1.00805,38.4998,1.01290,46.9687,1.05094,-6.29974,1.05094,1.06137,1.05094,0.631022E-01,1.06899,800000009,800000009,800000009,800000009,800001109,800001109,899999999,899999999,89999,89999,89,89,16,2,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35641,35641,35641,0,63,0.291934,0.154355,0.740186E-01,0.171352,0.694610E-02,202.027,0.467549E-06,0.315263E-01,-0.629974E-02,1.06137,0.631022E-04,102124.,56.2500,2.17581,19.0231,49.1096
2024_08_05_1730.ecf32,2024-08-05,18:00,218.7498,1,36000,36000,-0.762247E-01,0,39.6220,0,68.1555,0,-4.58442,0,1.54162,0,0.892700E-01,0,2.21120,-0.492667,-0.397465E-01,-0.111437E-01,-0.215724E-02,-0.830016E-10,-0.311262E-11,-0.448289E-12,16.5914,399.983,406.074,0.500000E-01,0,622.190,14.9997,15.2281,0.500000E-01,0,0.896097E-01,2.16928,2.20231,0.00000,0,294.264,292.869,101482.,1.20039,1013.72,0.241079E-01,0.998970E-01,0.112119E-01,1515.35,2289.97,0.934015E-02,66.1733,774.622,286.340,-1.73768,-2.40246,0.120318,2.96746,-0.912775E-13,-0.500269E-14,2.96746,5.50105,159.031,234.122,2.32373,-9999,0.251991,0.373755,-35.6331,-0.873485E-01,0.581348,-0.129214,0,46.6685,-7.08212,16.0198,39.8915,60.8371,85.3249,127.832,-0.756348E-01,1.00780,43.0677,1.01327,60.6287,1.05692,-6.66356,1.05692,1.37137,1.05692,0.663164E-01,1.07445,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,25,3,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35844,35844,35844,0,63,0.451516,0.204269,0.917253E-01,0.127809,0.411690E-02,214.598,0.599464E-06,0.353925E-01,-0.666356E-02,1.37137,0.663164E-04,102108.,56.2500,2.14840,20.0978,49.6535
2024_08_05_1800.ecf32,2024-08-05,18:30,218.7707,1,36000,36000,-0.114568,0,49.7871,0,83.0941,0,-5.09713,0,1.88092,0,0.101362,0,1.70883,-0.995543,-0.243556E-01,-0.225352E-01,-0.371900E-02,-0.595671E-10,-0.219107E-11,-0.314454E-12,16.5359,399.660,405.623,0.500000E-01,0,608.243,14.7008,14.9201,0.500000E-01,0,0.872927E-01,2.11996,2.15159,0.00000,0,295.012,293.641,101482.,1.19737,1013.57,0.241692E-01,0.121884,0.109605E-01,1485.29,2402.15,0.915387E-02,61.8318,916.856,286.034,-1.99543,-2.54879,0.151233,3.24051,-0.579919E-13,-0.360229E-14,3.24051,6.42976,161.534,231.943,2.67494,-9999,0.309328,0.529161,-52.4514,-0.593407E-01,0.599166,-0.132623,0,48.1299,-7.30389,16.5214,41.1407,62.7421,87.9967,131.835,-0.113691,1.00772,53.9506,1.01361,73.6290,1.06105,-7.68642,1.06105,1.66667,1.06105,0.736272E-01,1.07825,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,14,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35811,35811,35811,0,63,0.643978,0.286383,0.127961,0.149767,0.287235E-02,199.866,0.964971E-06,0.444545E-01,-0.768642E-02,1.66667,0.736272E-04,102105.,56.2500,2.10015,20.8725,50.1767
2024_08_05_1830.ecf32,2024-08-05,19:00,218.7915,1,36000,36000,-0.111295,0,56.9768,0,96.4423,0,-5.06791,0,2.18545,0,0.942737E-01,0,2.48229,0.364119E-01,-0.444035E-01,0.825122E-03,-0.158839E-02,-0.146796E-09,-0.541167E-11,-0.767497E-12,16.4471,399.069,405.027,0.500000E-01,0,606.326,14.7118,14.9314,0.500000E-01,0,0.859908E-01,2.09881,2.13015,0.500000E-01,0,296.145,294.768,101474.,1.19270,1013.60,0.242638E-01,0.141617,0.109260E-01,1486.29,2574.28,0.916072E-02,57.7363,1087.98,286.044,-1.72029,-2.52136,0.152977,3.05615,-0.163564E-13,-0.892535E-14,3.05615,6.10348,157.555,235.695,2.86916,-9999,0.305473,0.495879,-44.1396,-0.705149E-01,0.590786,-0.154286,0,48.4691,-7.35537,16.6379,41.4306,63.1843,88.6169,132.764,-0.110438,1.00777,61.8746,1.01338,85.7556,1.05826,-8.09429,1.05826,1.94329,1.05826,0.644337E-01,1.07568,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,25,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35767,35767,35767,0,63,0.598684,0.270455,0.122620,0.197757,0.419137E-02,310.245,0.355063E-06,0.511816E-01,-0.809429E-02,1.94329,0.644337E-04,102094.,56.2500,2.07857,21.9333,50.6804
2024_08_05_1900.ecf32,2024-08-05,19:30,218.8123,1,36000,36000,-0.976821E-01,0,65.4433,0,87.6822,0,-4.37490,0,1.98857,0,0.887916E-01,0,1.85000,-0.173884,0.324420E-02,-0.394356E-02,-0.514281E-03,0.136867E-09,0.502704E-11,0.712561E-12,16.4023,399.112,405.050,0.500000E-01,0,602.443,14.6591,14.8772,0.500000E-01,0,0.853937E-01,2.09194,2.12307,0.00000,0,296.987,295.610,101474.,1.18932,1013.59,0.243328E-01,0.128859,0.108560E-01,1480.99,2709.88,0.912790E-02,54.6515,1228.89,285.989,-2.16154,-2.43580,0.126979,3.25907,0.221220E-13,0.834442E-14,3.25907,6.12612,165.134,228.414,2.23292,-9999,0.286588,0.526693,-31.7336,-0.980822E-01,0.746369,-0.189428,0,45.6646,-6.92978,15.6752,39.0334,59.5284,83.4895,125.082,-0.969340E-01,1.00772,69.7070,1.01363,76.8133,1.06133,-7.70470,1.06133,1.74207,1.06133,0.573278E-01,1.07851,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,29,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35894,35894,35894,0,63,0.614716,0.313402,0.125269,0.189037,0.321451E-02,240.250,0.318024E-06,0.578247E-01,-0.770470E-02,1.74207,0.573278E-04,102091.,56.2500,2.07257,22.8490,51.3248
2024_08_05_1930.ecf32,2024-08-05,20:00,218.8332,1,36000,36000,-0.114573,0,59.4813,0,94.6451,0,-3.80000,0,2.14761,0,0.884158E-01,0,1.19230,-0.638375,-0.109435E-01,-0.144855E-01,-0.153645E-02,0.162536E-09,0.589308E-11,0.837860E-12,16.3656,398.966,404.822,0.500000E-01,0,593.370,14.4653,14.6776,0.500000E-01,0,0.843635E-01,2.07139,2.10179,0.00000,0,297.515,296.154,101465.,1.18712,1013.50,0.243782E-01,0.139165,0.106925E-01,1461.37,2800.75,0.900713E-02,52.1778,1339.38,285.786,-2.64290,-2.63030,0.143816,3.73149,0.213983E-13,0.993154E-14,3.73149,7.42415,168.573,224.863,2.20879,-9999,0.310666,0.736482,-44.4711,-0.699893E-01,0.628466,-0.159136,0,44.3574,-6.73141,15.2265,37.9161,57.8244,81.0996,121.502,-0.113696,1.00771,64.1687,1.01433,83.2178,1.06848,-6.91170,1.06848,1.88831,1.06848,0.581170E-01,1.08515,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,25,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35753,35753,35753,0,63,0.782940,0.531736,0.158288,0.152946,0.282306E-02,235.995,0.278644E-06,0.533343E-01,-0.691170E-02,1.88831,0.581170E-04,102081.,56.2500,2.05354,23.4995,52.1708
2024_08_05_2000.ecf32,2024-08-05,20:30,218.8540,1,36000,36000,-0.146317,0,83.8608,0,128.000,0,-5.13508,0,2.90608,0,0.106042,0,1.25152,0.321292,-0.186963E-01,0.729453E-02,-0.588835E-03,0.265101E-11,0.968283E-13,0.136146E-13,16.3218,398.715,404.607,0.500000E-01,0,596.156,14.5631,14.7783,0.500000E-01,0,0.838229E-01,2.06350,2.09399,0.500000E-01,0,298.099,296.726,101456.,1.18468,1013.57,0.244283E-01,0.188314,0.107427E-01,1471.07,2899.14,0.906807E-02,50.7416,1428.07,285.887,-2.46828,-2.62456,0.168278,3.60681,-0.112325E-13,0.162421E-15,3.60681,7.16500,166.844,226.758,2.67414,-9999,0.351437,0.768941,-45.6607,-0.681659E-01,0.655163,-0.198728,0,48.2073,-7.31565,16.5480,41.2069,62.8431,88.1383,132.047,-0.145199,1.00770,90.2000,1.01413,112.473,1.06660,-9.49777,1.06660,2.55357,1.06660,0.654349E-01,1.08340,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35778,35778,35778,0,63,0.914401,0.458972,0.164509,0.224411,0.369237E-02,346.705,0.261086E-06,0.751198E-01,-0.949777E-02,2.55357,0.654349E-04,102068.,56.2500,2.04605,24.1264,52.4938
2024_08_05_2030.ecf32,2024-08-05,21:00,218.8748,1,36000,36000,-0.180172,0,74.7997,0,137.642,0,-4.68360,0,3.12552,0,0.994002E-01,0,0.377779,-1.34724,0.598716E-01,-0.305925E-01,-0.106649E-02,0.194105E-10,0.687612E-12,0.987961E-13,16.3471,399.518,405.253,0.500000E-01,0,579.092,14.1528,14.3560,0.500000E-01,0,0.832039E-01,2.04920,2.07861,0.500000E-01,0,298.233,296.899,101455.,1.18416,1013.34,0.244396E-01,0.202533,0.104352E-01,1429.80,2929.51,0.881238E-02,48.8066,1499.72,285.453,-2.74570,-3.25070,0.197810,4.25970,-0.112401E-13,0.118740E-14,4.25970,8.00241,163.719,229.814,2.66163,-9999,0.390067,0.936754,-69.9914,-0.444698E-01,0.543437,-0.159807,0,47.9880,-7.28237,16.4727,41.0194,62.5572,87.7374,131.447,-0.178770,1.00784,81.6825,1.01522,121.093,1.07643,-8.69453,1.07643,2.74972,1.07643,0.610144E-01,1.09259,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,22,8,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35793,35793,35793,0,63,1.11794,0.550578,0.204985,0.153746,0.294864E-02,457.181,0.197229E-06,0.680711E-01,-0.869453E-02,2.74972,0.610144E-04,102067.,56.2500,2.03279,24.3312,52.8405
