not_enough_data,2024-07-25,03:00,207.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024_08_05_2100.ecf32,2024-08-05,21:30,218.8956,1,36000,36000,-0.162922,0,77.5598,0,118.766,0,-4.13059,0,2.69812,0,0.887867E-01,0,1.02578,-0.636549,0.105704E-01,-0.144611E-01,-0.146685E-03,0.730830E-10,0.255249E-11,0.371404E-12,16.3250,399.660,405.318,0.500000E-01,0,570.165,13.9585,14.1561,0.500000E-01,0,0.829626E-01,2.04723,2.07621,0.500000E-01,0,298.687,297.369,101435.,1.18214,1013.25,0.244815E-01,0.174838,0.102744E-01,1409.98,3013.40,0.869131E-02,46.7905,1603.42,285.241,-2.84906,-3.33391,0.183452,4.38928,-0.779049E-14,0.447676E-14,4.38928,9.29417,163.877,229.484,2.39541,-9999,0.371240,0.964889,-58.1819,-0.534960E-01,0.653045,-0.174420,0,45.8393,-6.95629,15.7352,39.1828,59.7562,83.8089,125.561,-0.161646,1.00789,83.2907,1.01545,103.536,1.07837,-8.12251,1.07837,2.35213,1.07837,0.516654E-01,1.09441,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,25,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35156,0,0,0,35746,35746,35746,0,63,1.11756,0.604017,0.208205,0.189949,0.266933E-02,306.829,0.177197E-06,0.695361E-01,-0.812251E-02,2.35213,0.516654E-04,102048.,56.2500,2.03257,24.9657,53.5066
2024_08_05_2130.ecf32,2024-08-05,22:00,218.9165,0,36000,36000,-0.151346,0,90.2126,0,144.981,0,-4.49254,0,3.29533,0,0.105900,0,1.13216,1.43444,-0.376913E-01,0.326040E-01,0.582377E-03,0.987192E-11,0.356079E-12,0.503908E-13,16.2723,399.153,404.983,0.500000E-01,0,586.940,14.3974,14.6077,0.500000E-01,0,0.830612E-01,2.05506,2.08508,0.500000E-01,0,299.251,297.889,101427.,1.17980,1013.50,0.245296E-01,0.213537,0.105767E-01,1454.00,3108.47,0.896481E-02,46.7755,1654.47,285.709,-2.64037,-3.03338,0.182444,4.02569,0.460100E-13,0.606670E-15,4.02569,7.69037,164.598,228.962,2.59753,-9999,0.358164,0.896765,-44.9214,-0.692876E-01,0.622237,-0.210645,0,44.6474,-6.77542,15.3260,38.1640,58.2024,81.6297,122.296,-0.150179,1.00777,97.3931,1.01481,127.095,1.07292,-9.24893,1.07292,2.88879,1.07292,0.621989E-01,1.08930,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,37,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35635,0,0,0,35635,35635,35635,0,63,1.02200,0.564535,0.206990,0.218104,0.303128E-02,352.616,0.198543E-06,0.814508E-01,-0.924893E-02,2.88879,0.621989E-04,102039.,56.2500,2.04084,25.6075,53.7235
2024_08_05_2200.ecf32,2024-08-05,22:30,218.9373,0,36000,36000,-0.191253,0,85.2476,0,146.189,0,-4.43079,0,3.32335,0,0.985028E-01,0,0.381794,-0.850395,0.467628E-01,-0.193322E-01,-0.292744E-03,-0.113311E-09,-0.400687E-11,-0.576379E-12,16.2882,399.783,405.515,0.500000E-01,0,575.980,14.1370,14.3397,0.500000E-01,0,0.828535E-01,2.05112,2.08053,0.500000E-01,0,299.402,298.064,101418.,1.17911,1013.37,0.245443E-01,0.215353,0.103792E-01,1427.69,3141.21,0.880254E-02,45.4504,1713.52,285.431,-2.67760,-3.42278,0.204626,4.35050,-0.101901E-12,-0.695661E-14,4.35050,8.41914,161.600,231.964,2.69590,-9999,0.402743,1.00233,-67.5816,-0.460554E-01,0.583134,-0.177147,0,48.0392,-7.29013,16.4903,41.0632,62.6239,87.8309,131.587,-0.189759,1.00788,92.4914,1.01538,128.101,1.07779,-8.95577,1.07779,2.91216,1.07779,0.566078E-01,1.09387,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,20,2,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35161,0,0,0,35761,35761,35761,0,63,1.15445,0.632256,0.217943,0.185711,0.263608E-02,458.294,0.223607E-06,0.774072E-01,-0.895577E-02,2.91216,0.566078E-04,102028.,56.2500,2.03728,25.7802,53.7476
2024_08_05_2230.ecf32,2024-08-05,23:00,218.9581,0,36000,36000,-0.208743,0,70.6014,0,142.053,0,-3.79941,0,3.23050,0,0.873980E-01,0,0.811745,-1.86662,0.553870E-01,-0.424498E-01,-0.439145E-03,-0.152005E-09,-0.514787E-11,-0.769560E-12,16.2980,400.529,406.037,0.500000E-01,0,551.957,13.5645,13.7510,0.500000E-01,0,0.825126E-01,2.04520,2.07332,0.500000E-01,0,299.723,298.437,101398.,1.17766,1013.06,0.245753E-01,0.209336,0.994626E-02,1369.86,3211.92,0.844579E-02,42.6493,1842.06,284.804,-2.82565,-3.67085,0.214187,4.63738,-0.263979E-13,-0.932658E-14,4.63738,8.71923,161.065,232.413,2.64727,-9999,0.421014,1.08412,-93.1978,-0.333967E-01,0.497008,-0.140560,0,48.2629,-7.32409,16.5671,41.2544,62.9156,88.2401,132.200,-0.207086,1.00800,77.7666,1.01592,125.059,1.08206,-7.68880,1.08206,2.84402,1.08206,0.507712E-01,1.09789,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,23,8,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35569,0,0,0,35769,35769,35769,0,63,1.29418,0.638648,0.235416,0.144269,0.212038E-02,431.686,0.165631E-06,0.651837E-01,-0.768880E-02,2.84402,0.507712E-04,102010.,56.2500,2.03228,26.1430,53.8487
2024_08_05_2300.ecf32,2024-08-05,23:30,218.9790,0,36000,36000,-0.166456,0,76.4270,0,145.438,0,-3.84167,0,3.30888,0,0.972061E-01,0,0.940478,0.983660,-0.379790E-01,0.223793E-01,0.377568E-03,0.823408E-10,0.285439E-11,0.418201E-12,16.2517,400.016,405.641,0.500000E-01,0,563.375,13.8668,14.0618,0.500000E-01,0,0.825409E-01,2.05030,2.07913,0.500000E-01,0,300.187,298.871,101396.,1.17580,1013.24,0.246138E-01,0.214415,0.101520E-01,1400.23,3295.54,0.863416E-02,42.4886,1895.31,285.136,-2.51753,-3.15786,0.209884,4.04402,0.895446E-14,0.506659E-14,4.04402,7.92825,161.933,231.437,2.97498,-9999,0.376256,0.884240,-61.4547,-0.506471E-01,0.525494,-0.170498,0,46.9033,-7.11775,16.1004,40.0922,61.1431,85.7541,128.475,-0.165172,1.00778,83.8630,1.01484,128.695,1.07320,-8.05821,1.07320,2.92795,1.07320,0.581470E-01,1.08956,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,14,4,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35947,0,0,0,35947,35947,35947,0,63,0.946689,0.619845,0.201947,0.189953,0.238479E-02,354.455,0.185263E-06,0.703925E-01,-0.805821E-02,2.92795,0.581470E-04,102007.,56.2500,2.03723,26.6192,53.9775
2024_08_05_2330.ecf32,2024-08-06,00:00,219.0000,0,36000,36000,-0.172379,0,69.3254,0,146.302,0,-3.90504,0,3.32897,0,0.907986E-01,0,0.299044,-0.723535,0.571050E-01,-0.164634E-01,-0.467521E-03,0.224105E-09,0.762936E-11,0.113258E-11,16.2749,400.788,406.332,0.500000E-01,0,554.058,13.6443,13.8331,0.500000E-01,0,0.822498E-01,2.04398,2.07226,0.500000E-01,0,300.304,299.008,101385.,1.17522,1013.12,0.246262E-01,0.215717,0.998412E-02,1377.71,3322.59,0.849552E-02,41.4648,1944.89,284.890,-2.05429,-3.47652,0.220848,4.04414,-0.288440E-12,0.137700E-13,4.04414,8.30909,154.036,239.421,3.13045,-9999,0.382985,1.11085,-71.4425,-0.435665E-01,0.473852,-0.152030,0,47.3367,-7.18353,16.2492,40.4627,61.7082,86.5466,129.663,-0.171049,1.00778,76.9189,1.01484,130.053,1.07320,-7.82978,1.07320,2.95924,1.07320,0.543446E-01,1.08956,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,27,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35099,0,0,0,35689,35689,35689,0,63,1.08023,0.936996,0.204478,0.146106,0.227722E-02,482.202,0.196851E-06,0.646030E-01,-0.782978E-02,2.95924,0.543446E-04,101994.,56.2500,2.02987,26.5961,53.9005
2024_08_06_0000.ecf32,2024-08-06,00:30,219.0208,0,36000,36000,-0.204922,0,50.1309,0,134.060,0,-3.11506,0,3.05037,0,0.816552E-01,0,-0.312865E-01,-1.91030,0.404500E-01,-0.434667E-01,-0.668235E-03,-0.119812E-12,-0.389790E-14,-0.602328E-15,16.2964,401.335,406.644,0.500000E-01,0,530.179,13.0569,13.2296,0.500000E-01,0,0.819266E-01,2.03495,2.06187,0.500000E-01,0,300.234,298.994,101357.,1.17521,1012.79,0.246273E-01,0.197664,0.955383E-02,1318.27,3319.85,0.812947E-02,39.7087,2001.58,284.224,-2.02161,-4.48444,0.241509,4.92498,-0.882360E-13,-0.735204E-17,4.92498,8.83768,147.296,245.734,2.81077,-9999,0.417577,1.04840,-128.020,-0.243127E-01,0.373944,-0.100863,0,46.9912,-7.13110,16.1306,40.1674,61.2578,85.9149,128.716,-0.203265,1.00815,57.1083,1.01647,118.782,1.08631,-6.10326,1.08631,2.70274,1.08631,0.516683E-01,1.10190,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,15,12,2,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35864,0,0,0,35864,35864,35864,0,63,1.23124,0.617992,0.247576,0.888565E-01,0.183832E-02,440.454,0.221169E-06,0.479803E-01,-0.610326E-02,2.70274,0.516683E-04,101968.,56.2500,2.01920,26.2921,52.5694
2024_08_06_0030.ecf32,2024-08-06,01:00,219.0416,0,36000,36000,-0.189690,0,50.2112,0,162.128,0,-3.84569,0,3.69003,0,0.977955E-01,0,0.601121,0.449479E-01,-0.389746E-01,0.102301E-02,0.671056E-03,0.294095E-10,0.959071E-12,0.148678E-12,16.2577,400.808,406.116,0.500000E-01,0,530.179,13.0707,13.2438,0.500000E-01,0,0.821897E-01,2.04403,2.07110,0.500000E-01,0,300.514,299.271,101344.,1.17396,1012.81,0.246534E-01,0.239114,0.955382E-02,1319.49,3374.77,0.813809E-02,39.0987,2055.28,284.238,-1.93501,-3.65847,0.232522,4.14521,0.367058E-13,0.180896E-14,4.14521,7.96093,151.031,242.125,3.21565,-9999,0.401971,0.863305,-114.004,-0.273016E-01,0.309700,-0.105057,0,48.7200,-7.39345,16.7240,41.6451,63.5115,89.0757,133.452,-0.188221,1.00780,58.9974,1.01502,145.834,1.07472,-7.08366,1.07472,3.31918,1.07472,0.650271E-01,1.09098,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,17,5,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35620,0,0,0,35820,35820,35820,0,63,1.04435,0.472656,0.209603,0.974784E-01,0.163182E-02,675.989,0.230633E-06,0.496193E-01,-0.708366E-02,3.31918,0.650271E-04,101953.,56.2500,2.02965,26.7352,53.4710
2024_08_06_0100.ecf32,2024-08-06,01:30,219.0624,0,36000,36000,-0.168788,0,36.9187,0,137.718,0,-3.49310,0,3.13514,0,0.904103E-01,0,0.478885,-0.183742E-01,0.140143E-02,-0.418285E-03,0.125673E-04,0.285145E-10,0.929437E-12,0.144163E-12,16.2419,400.827,406.133,0.500000E-01,0,529.408,13.0650,13.2380,0.500000E-01,0,0.821151E-01,2.04420,2.07126,0.500000E-01,0,300.735,299.493,101315.,1.17277,1012.81,0.246786E-01,0.203157,0.953994E-02,1318.55,3419.14,0.813456E-02,38.5637,2100.59,284.227,-2.08043,-3.63919,0.223366,4.19783,-0.231772E-13,0.175561E-14,4.19783,7.80864,152.962,240.245,3.05014,-9999,0.379372,0.801840,-130.317,-0.238841E-01,0.268074,-0.819295E-01,0,47.6180,-7.22621,16.3457,40.7031,62.0748,87.0608,130.433,-0.167478,1.00782,44.4643,1.01511,124.139,1.07551,-5.97893,1.07551,2.82602,1.07551,0.634657E-01,1.09172,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,15,3,1,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,35568,0,0,0,35768,35768,35768,0,63,0.937803,0.468189,0.197688,0.626502E-01,0.121455E-02,449.050,0.203234E-06,0.374344E-01,-0.597893E-02,2.82602,0.634657E-04,101923.,56.2500,2.02981,26.9586,53.5678
2024_08_06_0130.ecf32,2024-08-06,02:00,219.0833,0,36000,36000,-0.133420,0,32.3261,0,113.749,0,-2.97153,0,2.58962,0,0.836148E-01,0,0.124411,1.36868,-0.208878E-01,0.311596E-01,0.552246E-03,0.256257E-10,0.862882E-12,0.130126E-12,16.2206,400.544,406.020,0.500000E-01,0,546.189,13.4873,13.6717,0.500000E-01,0,0.823676E-01,2.05168,2.07973,0.500000E-01,0,300.833,299.550,101287.,1.17203,1013.05,0.246934E-01,0.167807,0.984233E-02,1360.60,3430.69,0.839767E-02,39.6598,2070.08,284.701,-1.91386,-3.54228,0.192544,4.03084,0.179628E-14,0.157982E-14,4.03084,7.38710,151.459,241.618,2.73793,-9999,0.337396,0.688977,-104.680,-0.297334E-01,0.284188,-0.806946E-01,0,45.2198,-6.86228,15.5225,38.6532,58.9486,82.6762,123.864,-0.132391,1.00777,38.5583,1.01482,102.554,1.07300,-5.10609,1.07300,2.33476,1.07300,0.601025E-01,1.08937,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,25,9,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35517,0,0,0,35717,35717,35717,0,63,0.761573,0.438455,0.177925,0.808427E-01,0.132279E-02,452.703,0.258211E-06,0.324750E-01,-0.510609E-02,2.33476,0.601025E-04,101894.,56.2500,2.03591,26.9362,53.4488
2024_08_06_0200.ecf32,2024-08-06,02:30,219.1041,0,36000,36000,-0.119677,0,19.6087,0,115.437,0,-3.06202,0,2.62861,0,0.880480E-01,0,0.460974,-1.79824,0.840832E-01,-0.409475E-01,0.587006E-03,-0.798099E-10,-0.256943E-11,-0.405803E-12,16.2534,401.684,406.947,0.500000E-01,0,523.266,12.9319,13.1014,0.500000E-01,0,0.826421E-01,2.05964,2.08663,0.500000E-01,0,300.994,299.763,101258.,1.17110,1012.75,0.247139E-01,0.170334,0.942926E-02,1304.43,3474.16,0.805163E-02,37.5466,2169.73,284.065,-1.97933,-3.03819,0.189378,3.63100,0.345261E-14,-0.491036E-14,3.63100,7.43803,156.462,236.916,2.98967,-9999,0.319675,0.615040,-146.740,-0.212110E-01,0.169864,-0.517184E-01,0,45.5758,-6.91631,15.6447,38.9575,59.4127,83.3272,124.839,-0.118763,1.00770,26.1793,1.01417,105.611,1.06696,-4.69574,1.06696,2.40485,1.06696,0.679272E-01,1.08374,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,20,2,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35583,0,0,0,35583,35583,35583,0,63,0.715783,0.357672,0.156624,0.544931E-01,0.119145E-02,560.010,0.314010E-06,0.220731E-01,-0.469574E-02,2.40485,0.679272E-04,101865.,56.2500,2.04467,27.1381,53.4874
2024_08_06_0230.ecf32,2024-08-06,03:00,219.1249,0,36000,36000,-0.111160,0,4.04678,0,111.395,0,-2.80114,0,2.53628,0,0.922794E-01,0,-0.253540,0.802244E-01,0.261561E-01,0.182657E-02,0.334819E-03,0.276211E-09,0.890159E-11,0.140677E-11,16.2700,402.039,407.316,0.500000E-01,0,524.342,12.9567,13.1268,0.500000E-01,0,0.828648E-01,2.06418,2.09128,0.500000E-01,0,300.879,299.646,101233.,1.17126,1012.76,0.247104E-01,0.164351,0.944864E-02,1306.60,3450.24,0.806707E-02,37.8698,2143.64,284.090,-1.96176,-3.01937,0.170292,3.60473,-0.966872E-13,0.169767E-13,3.60473,7.06607,156.197,236.987,2.70773,-9999,0.308069,0.670084,-636.248,-0.489196E-02,0.363280E-01,-0.110739E-01,0,46.2488,-7.01843,15.8757,39.5327,60.2899,84.5575,126.682,-0.110311,1.00770,10.5917,1.01413,102.849,1.06657,-3.75228,1.06657,2.34170,1.06657,0.765037E-01,1.08337,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,17,3,2,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35691,0,0,0,35691,35691,35691,0,63,0.850674,0.349270,0.140224,0.365080E-01,0.118398E-02,691.918,0.615917E-06,0.892907E-02,-0.375228E-02,2.34170,0.765037E-04,101839.,56.2500,2.04919,27.0206,53.4896
2024_08_06_0300.ecf32,2024-08-06,03:30,219.1458,1,36000,36000,-0.883469E-01,0,-4.29078,2,93.2125,0,-2.63633,0,2.12117,0,0.878652E-01,0,-1.17043,3.62153,-0.631253E-01,0.824126E-01,0.125506E-02,-0.713484E-10,-0.250278E-11,-0.367263E-12,16.2560,401.184,406.910,0.500000E-01,0,570.233,14.0729,14.2737,0.500000E-01,0,0.836771E-01,2.08118,2.11088,0.500000E-01,0,300.442,299.106,101214.,1.17267,1013.36,0.246791E-01,0.137452,0.102756E-01,1418.39,3341.70,0.876256E-02,42.4451,1923.31,285.331,-1.08489,-2.67468,0.164089,2.89099,-0.108619E-12,-0.438905E-14,2.89099,6.18365,145.290,247.922,3.25379,-9999,0.274478,0.589282,424.422,0.733350E-02,-0.460323E-01,0.131550E-01,0,47.4214,-7.19639,16.2782,40.5351,61.8186,86.7015,129.895,-0.876603E-01,1.00783,1.33206,1.01319,87.3385,1.05576,-3.11378,1.05576,1.98750,1.05576,0.766490E-01,1.07339,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,31,4,0,17,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,29433,0,0,0,35798,35798,35798,0,63,0.556848,0.517159,0.104558,0.213437,0.105197E-02,783.691,0.746110E-06,0.112095E-02,-0.311378E-02,1.98750,0.766490E-04,101822.,56.2500,2.06441,26.5066,53.1290
2024_08_06_0330.ecf32,2024-08-06,04:00,219.1666,1,36000,36000,-0.155269,0,-27.5107,0,91.1265,0,-2.28556,0,2.07135,0,0.930262E-01,0,-2.54038,2.59671,-0.110865,0.590244E-01,-0.239448E-02,-0.838812E-10,-0.312061E-11,-0.427125E-12,16.2520,399.687,405.720,0.100000,0,604.620,14.8695,15.0939,0.100000,0,0.827558E-01,2.04887,2.07979,0.500000E-01,0,299.344,297.937,101197.,1.17672,1013.77,0.245931E-01,0.134223,0.108952E-01,1498.04,3117.39,0.925900E-02,48.0543,1619.35,286.164,-0.131317,-3.74501,0.203410,3.75283,-0.526985E-13,-0.516128E-14,3.75283,6.67291,125.152,267.992,3.10706,-9999,0.363250,0.577259,153.434,0.202856E-01,-0.301895,0.634869E-01,0,48.1915,-7.31325,16.5426,41.1934,62.8225,88.1095,132.004,-0.154158,1.00721,-21.8132,1.01512,85.0363,1.07997,-1.71460,1.07997,1.93292,1.07997,0.861188E-01,1.10108,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,33,2,0,91,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,32490,11152,0,0,35752,35752,35752,0,63,0.635166,0.343453,0.175898,0.720012E-01,0.305027E-03,169.289,0.289901E-06,-0.182855E-01,-0.171460E-02,1.93292,0.861188E-04,101805.,56.2500,2.02761,24.9486,44.5548
2024_08_06_0400.ecf32,2024-08-06,04:30,219.1874,1,36000,36000,-0.107552,0,-31.1945,0,72.1325,0,-2.11064,0,1.63867,0,0.855722E-01,0,-1.28239,0.499205,-0.232610E-01,0.113407E-01,0.140083E-02,0.374079E-10,0.140708E-11,0.192514E-12,16.2690,399.374,405.465,0.100000,0,611.951,15.0222,15.2514,0.100000,0,0.837263E-01,2.06773,2.09927,0.500000E-01,0,298.767,297.348,101187.,1.17887,1013.84,0.245481E-01,0.106186,0.110274E-01,1513.21,3009.47,0.935421E-02,50.2815,1496.26,286.319,-0.894458E-01,-3.05443,0.178075,3.06092,0.137029E-13,0.229933E-14,3.06092,5.62668,124.603,268.323,3.33518,-9999,0.302048,0.373744,77.7910,0.400111E-01,-0.432461,0.864112E-01,0,48.3547,-7.33802,16.5986,41.3329,63.0353,88.4079,132.451,-0.106774,1.00729,-26.5344,1.01485,68.4737,1.07221,-1.24418,1.07221,1.55555,1.07221,0.820746E-01,1.09542,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,28,7,1,124,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,35958,564,0,0,35958,35958,35958,0,63,0.413840,0.213053,0.120596,0.886205E-01,0.512775E-03,148.497,0.447217E-06,-0.222012E-01,-0.124418E-02,1.55555,0.820746E-04,101799.,56.2500,2.04551,24.3045,50.0436
2024_08_06_0430.ecf32,2024-08-06,05:00,219.2083,1,36000,36000,-0.110956,0,-36.9170,0,60.9734,0,-1.63387,0,1.38430,0,0.855412E-01,0,-1.40201,-0.226153,0.341129E-01,-0.513443E-02,0.555001E-03,0.632793E-11,0.236656E-12,0.326745E-13,16.3205,399.833,405.902,0.100000,0,610.367,14.9532,15.1802,0.100000,0,0.842717E-01,2.07520,2.10670,0.500000E-01,0,298.115,296.706,101170.,1.18125,1013.78,0.244987E-01,0.897025E-01,0.109988E-01,1506.03,2895.49,0.931119E-02,52.0129,1389.46,286.246,-0.446940E-01,-3.17893,0.173239,3.18396,-0.112860E-13,0.387728E-15,3.18396,5.40569,123.777,269.195,3.11900,-9999,0.306482,0.366900,68.6599,0.453321E-01,-0.605461,0.100586,0,48.8718,-7.41648,16.7761,41.7749,63.7093,89.3532,133.867,-0.110128,1.00752,-32.8287,1.01546,58.3901,1.07654,-0.454349,1.07654,1.32565,1.07654,0.840884E-01,1.10005,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,23,5,0,83,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,35538,0,0,0,35538,35538,35538,0,63,0.400395,0.212499,0.120904,0.954860E-01,0.171877E-03,108.284,0.448246E-06,-0.274138E-01,-0.454349E-03,1.32565,0.840884E-04,101781.,56.2500,2.05187,23.5588,48.2828
2024_08_06_0500.ecf32,2024-08-06,05:30,219.2291,1,36000,36000,-0.647951E-01,0,-34.0572,0,41.9946,0,-1.07701,0,0.952533,0,0.634677E-01,0,-2.09286,1.38287,-0.283331E-01,0.313667E-01,0.266882E-02,0.782036E-10,0.300981E-11,0.411550E-12,16.3535,399.453,405.690,0.100000,0,629.394,15.3737,15.6137,0.100000,0,0.860610E-01,2.11097,2.14393,0.500000E-01,0,297.194,295.750,101157.,1.18473,1013.99,0.244262E-01,0.617241E-01,0.113417E-01,1547.97,2732.78,0.957324E-02,56.6446,1184.81,286.667,0.133123,-2.66192,0.134245,2.66863,-0.435023E-13,0.478207E-14,2.66863,4.96471,119.872,272.863,2.88348,-9999,0.233863,0.262212,33.0653,0.941320E-01,-0.810990,0.121226,0,47.4777,-7.20492,16.2975,40.5832,61.8919,86.8043,130.049,-0.642599E-01,1.00833,-31.0751,1.01693,40.8584,1.07718,0.103897,1.07718,0.926762,1.07718,0.643864E-01,1.10462,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,22,5,0,49,68,19,0,0,0,0,0,0,0,0,0,0,0,0,0,35715,0,0,0,35715,35715,35715,0,63,0.296357,0.152388,0.756793E-01,0.146008,0.140232E-03,119.919,0.980828E-06,-0.258679E-01,0.103897E-03,0.926762,0.643864E-04,101773.,56.2500,2.08662,22.6016,49.9310
2024_08_06_0530.ecf32,2024-08-06,06:00,219.2499,1,36000,36000,-0.234159E-01,0,-23.6009,0,20.2614,0,-0.365588,1,0.459153,0,0.420977E-01,0,-2.08392,-1.73285,0.361765,-0.392689E-01,0.730202E-02,0.301573E-10,0.110765E-11,0.164273E-12,16.6054,404.286,410.380,0.150000,0,609.899,14.8490,15.0728,0.100000,0,0.904530E-01,2.20852,2.24180,0.500000E-01,0,296.191,294.800,101144.,1.18863,1013.68,0.243466E-01,0.297531E-01,0.109904E-01,1495.21,2579.33,0.924624E-02,57.9690,1084.12,286.135,0.485208,-1.83351,0.823550E-01,1.89842,0.209028E-13,0.181611E-14,1.89842,3.45105,107.925,284.823,2.48632,-9999,0.140356,0.100202,10.3128,0.301809,-1.16482,0.139556,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.231375E-01,1.01203,-21.8967,1.02438,19.9223,1.09175,0.506479,1.09175,0.451468,1.09175,0.426898E-01,1.13292,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,14,3,0,19,28,12,0,0,0,0,0,0,4,0,0,0,0,0,0,32350,0,0,0,35749,35749,35749,0,63,0.108522,0.654987E-01,0.263842E-01,0.233313,0.514411E-01,1270.43,0.125796E-05,-0.181732E-01,0.506479E-03,0.451468,0.426898E-04,101765.,56.2500,2.18298,21.5442,51.6797
2024_08_06_0600.ecf32,2024-08-06,06:30,219.2707,1,36000,36000,-0.272267E-01,0,-25.9172,0,25.3154,0,-0.740036,2,0.572790,0,0.498259E-01,0,-3.55736,9.82963,-0.305696,0.222407,0.431505E-02,-0.134887E-09,-0.600171E-11,-0.761918E-12,16.5105,400.220,407.476,0.100000,0,734.628,17.8076,18.1304,0.100000,0,0.932612E-01,2.26591,2.30699,0.500000E-01,0,294.848,293.190,101128.,1.19365,1015.29,0.242403E-01,0.371168E-01,0.132380E-01,1791.14,2335.57,0.110904E-01,76.6895,544.434,288.927,0.169437,-1.99518,0.949917E-01,2.00462,0.197976E-13,-0.816973E-14,2.00462,3.65697,118.080,274.854,2.71606,-9999,0.151029,0.122316,11.7047,0.265920,-1.02377,0.141600,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.269201E-01,1.01139,-23.9117,1.02310,24.9904,1.08983,0.216803,1.08983,0.565438,1.08983,0.502049E-01,1.12868,800000009,800000009,800000009,800000009,800000009,800001109,899999999,899999999,89999,89999,89,89,20,7,1,13,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,33006,0,0,0,35806,35806,35806,0,63,0.146486,0.656068E-01,0.325381E-01,0.196376,0.370856E-01,2759.62,0.697997E-06,-0.197308E-01,0.216803E-03,0.565438,0.502049E-04,101750.,56.3766,2.23722,20.1916,51.6616
